Unnamed: 0,Performances,SMILES,Length,ElementTypes
2626,3.030782,C(CCCCN1[N]C=N[CH]1)CCCCCN1[N]C=N[CH]1.Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],75,4.0
2627,0.593706,C(Cc1ccncc1)CCc1ccncc1.[Cu][Cu].[O-]C(=O)CCCC(=O)[O-],53,4.0
2628,2.931273,C(Cc1ccncc1)Cc1ccncc1.OC(=O)c1cc(cc(c1)C(=O)O)Oc1cccc(c1C(=O)[O-])C(=O)[O-].[Zn],80,4.0
2629,2.753679,C(Cc1ccncc1)Cc1ccncc1.O=c1ccn(cc1)c1cccc(c1C(=O)[O-])C(=O)[O-].[Zn],67,4.0
2630,2.607004,C(Cc1ccncc1)Cc1ccncc1.O=C(c1cccc(c1C(=O)[O-])C(=O)[O-])c1cccc(c1C(=O)[O-])C(=O)[O-].[Zn],88,4.0
2631,3.068682,C(Cc1ccncc1)Cc1ccncc1.O=C(c1cccc(c1)C(=O)Nc1cccc(c1)C(=O)[O-])Nc1cccc(c1)C(=O)[O-].[Cd],87,4.0
2632,2.94982,C(Cc1ccncc1)Cc1ccncc1.Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],58,4.0
2633,3.447426,C(Cc1ccncc1)Cc1ccncc1.N#C[N]C#N.[Zn],36,3.0
2634,2.993908,C(Cc1ccncc1)Cc1ccncc1.I[Zn]I,28,4.0
2635,2.908737,C(Cc1ccncc1)Cc1ccncc1.I[Hg]I,28,4.0
2636,2.858475,C(Cc1ccncc1)Cc1ccncc1.I[Cd]I,28,4.0
2637,3.575396,C(Cc1ccncc1)Cc1ccncc1.Cl[Zn]Cl,30,4.0
2638,3.276167,C(Cc1ccncc1)Cc1ccncc1.Cl[Zn].[O-]C(=O)c1ccc(cc1)C(=O)[O-],57,5.0
2639,2.074078,C(Cc1ccncc1)Cc1ccncc1.Cl[Zn].[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-],69,5.0
2640,0.869599,C(Cc1ccncc1)Cc1ccncc1.Cl[Mn]Cl,30,4.0
2641,1.717855,C(Cc1ccncc1)Cc1ccncc1.Cl[Cu],28,4.0
2642,3.099716,C(Cc1ccncc1)Cc1ccncc1.Cl[Cd]Cl,30,4.0
2643,0.576548,C(Cc1ccncc1)Cc1ccncc1.Cc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Co],58,4.0
2644,1.825506,C(Cc1ccncc1)Cc1ccncc1.[Zn],26,3.0
2645,2.766286,C(Cc1ccncc1)Cc1ccncc1.[Zn],26,3.0
2646,2.285547,C(Cc1ccncc1)Cc1ccncc1.[Zn],26,3.0
2647,2.994779,C(Cc1ccncc1)Cc1ccncc1.[O]S(=O)(=O)[O].[Zn],42,5.0
2648,3.283233,C(Cc1ccncc1)Cc1ccncc1.[O]P(=O)[O].[Zn],38,5.0
2649,2.463602,C(Cc1ccncc1)Cc1ccncc1.[O]P(=O)[O].[Zn],38,5.0
2650,2.473248,C(Cc1ccncc1)Cc1ccncc1.[O]P(=O)[O].[Zn],38,5.0
2651,1.885592,C(Cc1ccncc1)Cc1ccncc1.[O]P(=O)[O].[Zn],38,5.0
2652,3.265447,C(Cc1ccncc1)Cc1ccncc1.[O]P(=O)[O].[Zn],38,5.0
2653,2.389776,C(Cc1ccncc1)Cc1ccncc1.[O-]C(=O)COc1ccc(cc1)OCC(=O)[O-].[Zn],59,4.0
2654,3.278224,C(Cc1ccncc1)Cc1ccncc1.[O-]C(=O)CCCC(=O)[O-].[Zn],48,4.0
2655,2.924086,C(Cc1ccncc1)Cc1ccncc1.[O-]C(=O)Cc1cccc(c1)C(=O)[O-].[Zn],56,4.0
2656,3.021954,C(Cc1ccncc1)Cc1ccncc1.[O-]C(=O)c1ccccc1C(=O)[O-].[Zn],53,4.0
2657,3.242536,C(Cc1ccncc1)Cc1ccncc1.[O-]C(=O)c1cccc(c1)C(=O)[O-].[Zn],55,4.0
2658,3.14516,C(Cc1ccncc1)Cc1ccncc1.[O-]C(=O)c1ccc(nc1)SSc1ccc(cn1)C(=O)[O-].[Zn],67,5.0
2659,2.561345,C(Cc1ccncc1)Cc1ccncc1.[O-]C(=O)C1CCC(CC1)C(=O)[O-].[Zn],55,4.0
2660,2.139388,C(Cc1ccncc1)Cc1ccncc1.[O-]C(=O)c1cc(SSc2ccc(c(c2)C(=O)[O-])N(=O)=O)ccc1N(=O)=O.[Zn],83,5.0
2661,3.002882,C(Cc1ccncc1)Cc1ccncc1.[O-]C(=O)c1cc(c(cc1Cl)Cl)S(=O)(=O)[NH].[Zn],65,6.0
2662,2.747799,C(Cc1ccncc1)Cc1ccncc1.[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-].[Zn],75,4.0
2663,3.008928,C(Cc1ccncc1)Cc1ccncc1.[N]1N=NC(=N1)c1ccc(cc1)C1=NN=N[N]1.[Zn],61,3.0
2664,0.392395,C(Cc1ccncc1)Cc1ccncc1.[Cu][Cu].[O-]C(=O)CCCC(=O)[O-],52,4.0
2665,0.241685,C(Cc1ccncc1)Cc1ccncc1.[Cu][Cu].[O-]C(=O)CCCC(=O)[O-],52,4.0
2666,0.664188,C(Cc1ccncc1)Cc1ccncc1.[Cu][Cu],30,3.0
2667,0.893864,C(Cc1ccncc1)Cc1ccncc1.[Cu].[O-]C(=O)CC(C(=O)[O-])O,50,4.0
2668,0.679408,C(Cc1ccncc1)Cc1ccncc1.[Cu].[O-]C(=O)C1=NN=N[N]1,47,4.0
2669,0.669945,C(Cc1ccncc1)Cc1ccncc1.[Cu].[O-]C(=O)C1=NN=N[N]1,47,4.0
2670,0.710393,C(Cc1ccncc1)Cc1ccncc1.[Cu].[O-]C(=O)C1=NN=N[N]1,47,4.0
2671,0.773742,C(Cc1ccncc1)Cc1ccncc1.[Cu],26,3.0
2672,0.292197,C(Cc1ccncc1)Cc1ccncc1.[Co].[O-]C(=O)c1ccc(s1)C(=O)[O-],54,5.0
2673,0.077361,C(Cc1ccncc1)Cc1ccncc1.[Co].[N][N][N].n1ccc(cc1)C1=N[N]N=N1,58,3.0
2674,3.145895,C(Cc1ccncc1)Cc1ccncc1.[Cd].[S]C#N,33,4.0
2675,3.045232,C(Cc1ccncc1)Cc1ccncc1.[Cd].[O-]C(=O)c1cccc(c1)C(=O)[O-],55,4.0
2676,2.55778,C(Cc1ccncc1)Cc1ccncc1.[Cd].[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-],63,4.0
2677,2.969486,C(Cc1ccncc1)Cc1ccncc1.[Cd].[O-]C(=O)c1cc(OCc2ccccc2C(=O)[O-])cc(c1)C(=O)[O-],76,4.0
2678,2.056518,C(Cc1ccncc1)Cc1ccncc1.[Cd].[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-].[O]S(=O)(=O)[O],83,5.0
2679,2.007443,C(Cc1ccncc1)Cc1ccncc1.[C]#N.[Cu],32,3.0
2680,1.663367,C(Cc1ccncc1)Cc1ccncc1.[Ag][Ag][Ag][Ag],38,3.0
2681,1.646468,C(Cc1ccncc1)Cc1ccncc1.[Ag][Ag],30,3.0
2682,2.09153,C(Cc1ccncc1)Cc1ccncc1.[Ag],26,3.0
2683,4.345165,C(CC1=NN=N[N]1)CC1=NN=N[N]1.[OH].[Zn],37,4.0
2684,0.712578,C(C[Se]c1ccccn1)CC[Se]c1ccccn1.Cl[Cu]Cl,39,5.0
2685,2.810367,C(=CCSc1nccs1)CSc1nccs1.[Ag],28,4.0
2686,2.367897,C(=CCSc1ncccn1)CSc1ncccn1.[Ag],30,4.0
2687,2.288264,C(=CCSc1ccccc1)CSc1ccccc1.I[Cu][Cu]I,36,4.0
2688,1.518921,C(=Cc1ccncc1)C=Cc1ccncc1.Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],61,4.0
2689,2.088247,C(=Cc1ccncc1)C=Cc1ccncc1.[O-]C(=O)c1ccc(s1)C(=O)[O-].[Zn][Zn],61,5.0
2690,1.999575,C(=Cc1ccncc1)C=Cc1ccncc1.[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][Zn],62,4.0
2691,1.730208,C(=Cc1ccncc1)C=Cc1ccncc1.[Cd].[O-]C(=O)c1ccccc1C(=O)[O-],56,4.0
2692,2.038805,C(=Cc1ccncc1)C=Cc1ccncc1.[Cd].[O-]C(=O)c1cccc(c1)C(=O)[O-],58,4.0
2693,1.896031,C(=Cc1ccncc1)C=Cc1ccncc1.[Cd].[O-]C(=O)c1cc(cc(c1)C(=O)O)C(=O)[O-],66,4.0
2694,1.879902,C(=Cc1ccccc1)C=Cc1ccccc1.[Ag],29,2.0
2695,1.473536,C#CCOc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cd].n1ccc(cc1)C=Cc1ccncc1,62,4.0
2696,3.532764,C#CC1=NC=C[N]1.C#CC1=N[CH]C=N1.[Zn],35,3.0
2697,0.947775,C#CC1=NC=C[N]1.C#CC1=N[CH]C=N1.[Co],35,3.0
2698,3.651598,C#CC1=NC=C[N]1.C#CC1=N[CH]C=N1.[Cd],35,3.0
2699,0.341604,Brc1cscc1P(=O)([O])[O].[Co].[OH],32,6.0
2700,2.48797,Brc1cncnc1.[Ag]1[Ag][Ag][Ag]1.[O-]C(=O)C(F)(F)F,47,6.0
2701,2.366015,Brc1cncc(c1)S([O])([O])[O].[Ag][Ag],35,6.0
2702,0.943183,Brc1cncc(c1)c1ccc(cc1)C(=O)[O-].[Cu],36,5.0
2703,1.413916,Brc1cccc(c1)C(=O)[O-].[O][U][O],31,4.0
2704,0.773599,Brc1ccc2-c3c(C(c2c1)(c1ccc(cc1)OC(=O)c1cccnc1)c1ccc(cc1)OC(=O)c1cccnc1)cc(cc3)Br.Cl[Co]Cl,89,6.0
2705,1.071133,Brc1ccc(nc1)C1=NN=C([N]1)c1ccncc1.[Fe],38,4.0
2706,2.199701,Brc1ccc(cc1)SCSc1ccc(cc1)Br.I[Cu]12[Cu]3([Cu]1([Cu]23I)I)I,58,5.0
2707,2.258301,Brc1ccc(cc1)c1cc(nc(c1)c1ccncc1)c1ccncc1.[Zn][Zn],49,4.0
2708,2.458383,Brc1ccc(c(c1)S([O])([O])[O])O.[Ag][Ag],38,5.0
2709,0.926566,Brc1ccc(c(c1)C(=O)[O-])[O].[Cu].n1ccc(cc1)c1ccncc1,50,5.0
2710,3.054561,Brc1cc(cc(c1)Cn1cncc1)Cn1cncc1.I[Hg]I,37,5.0
2711,0.937132,Brc1cc(cc(c1)Cn1cncc1)Cn1cncc1.[Cu].[O-]C(=O)CC(=O)[O-],55,5.0
2712,3.14456,Brc1cc(cc(c1)C(=O)[O-])C(=O)[O-].Cc1nccn1CCCCn1ccnc1C.[Zn],58,5.0
2713,3.054735,Brc1cc(cc(c1)C(=O)[O-])C(=O)[O-].Cc1nccn1CCCCn1ccnc1C.[Cd],58,5.0
2714,0.968487,Brc1cc(cc(c1)C(=O)[O-])C(=O)[O-].C(Cc1ccncc1)Cc1ccncc1.[Co],59,5.0
2715,3.262954,Brc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn].c1ncn(c1)CCn1cncc1,56,5.0
2716,3.312552,Brc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn].c1ccc2c(c1)n(CCCn1cnc3c1cccc3)cn2,71,5.0
2717,0.436511,Brc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Co].n1ccc(cc1)CCc1ccncc1,58,5.0
2718,3.151599,Brc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cd].n1ccc(cc1)CCc1ccncc1,58,5.0
2719,1.636445,Brc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cd],37,4.0
2720,2.026474,Brc1cc([CH][N]n2cnnc2)c(c(c1)Br)[O].[Zn],40,5.0
2721,0.61431,BrC1=C(Br)C(=O)C(=C(C1=O)Br)Br.CC(=O)C.[K],42,4.0
2722,0.278152,BrC(C(C(=O)[O-])Br)C(=O)[O-].O.[Cu].[OH],40,4.0
2723,4.373571,Br[Zn]Br.O1CCOCC1,17,4.0
2724,1.610972,Br[Zn]Br.O=C1c2ccc(cc2-c2c(C1=O)ccc(c2)c1ccncc1)c1ccncc1,56,5.0
2725,3.212487,Br[Zn]Br.O=C(Nc1cccnc1)OCCCCOC(=O)Nc1cccnc1,43,5.0
2726,3.091023,Br[Zn]Br.O=C(Nc1cccnc1)Nc1cccnc1,32,5.0
2727,3.18723,Br[Zn]Br.O=C(C(=O)NCc1ccncc1)NCc1ccncc1,39,5.0
2728,4.227465,Br[Zn]Br.NCCN,13,4.0
2729,2.217444,Br[Zn]Br.n1ccncc1,17,4.0
2730,2.806167,Br[Zn]Br.n1ccc(cc1)n1cnnc1,26,4.0
2731,2.554271,Br[Zn]Br.n1ccc(cc1)Cn1ccnc1c1nccn1Cc1ccncc1,43,4.0
2732,3.359397,Br[Zn]Br.n1ccc(cc1)CCc1ccncc1,29,4.0
2733,2.711251,Br[Zn]Br.n1ccc(cc1)[C]1N[N]C(=N1)c1ccncc1,41,4.0
2734,2.45754,Br[Zn]Br.Cc1ncc(nc1)C,21,4.0
2735,2.264423,Br[Zn]Br.Cc1ncc(nc1)C,21,4.0
2736,2.100638,Br[Zn]Br.c1ccncn1,17,4.0
2737,2.878397,Br[Zn]Br.c1ccc(cn1)n1cnnc1,26,4.0
2738,2.762566,Br[Zn]Br.c1ccc(cn1)c1ccc(cc1)C=NC1CCC(CC1)N=Cc1ccc(cc1)c1cccnc1,63,4.0
2739,3.337674,Br[Zn]Br.C(Cc1ccncc1)Cc1ccncc1,30,4.0
2740,2.0008,Br[Zn]Br.Brc1ccc2-c3c(C(c2c1)(c1ccc(cc1)OC(=O)c1cccnc1)c1ccc(cc1)OC(=O)c1cccnc1)cc(cc3)Br,89,5.0
2741,1.730003,Br[Zn]Br.[O-]C(=O)CN1[CH]C=C(C=C1)c1ccncc1,42,5.0
2742,1.963504,Br[Zn]Br.[O-]C(=O)CN1[CH]C=C(C=C1)c1ccncc1,42,5.0
2743,2.078264,Br[Zn]Br.[O-][n+]1ccc(cc1)c1cc[n+](cc1)[O-],43,5.0
2744,2.234349,Br[Pd]Br.CN1C=CC=C([C]1)CSc1ccccc1,34,5.0
2745,2.956956,Br[N]S(=O)(=O)c1ccccc1Cl.O.[K],30,7.0
2746,3.100685,Br[N]S(=O)(=O)c1ccccc1.O.[Na],29,6.0
2747,2.778071,Br[N]S(=O)(=O)c1ccc(cc1)Cl.O.[K],32,7.0
2748,0.443108,Br[Mn]Br.c1cnc(nc1)c1ncccn1,27,4.0
2749,2.822414,Br[Hg]Br.O=C(Nc1ccccc1Oc1ccccc1Oc1ccccc1NC(=O)Nc1ccncc1)Nc1ccncc1,65,5.0
2750,3.201065,Br[Hg]Br.O=C(c1cccnc1)OCCOC(=O)c1cccnc1,39,5.0
2751,2.792384,Br[Hg]Br.O=C(c1cccnc1)Nc1cccnc1,31,5.0
2752,3.155544,Br[Hg]Br.n1ccc(cc1)SSc1ccncc1,29,5.0
2753,2.914418,Br[Hg]Br.n1ccc(cc1)NC=Nc1ccncc1,31,4.0
2754,2.707492,Br[Hg]Br.n1ccc(cc1)N(c1ccncc1)c1ccc(cc1)N(c1ccncc1)c1ccncc1,59,4.0
2755,1.638149,Br[Hg]Br.n1ccc(cc1)C=Nc1cccc2c1cccc2N=Cc1ccncc1,47,4.0
2756,1.66931,Br[Hg]Br.N1=C[N]N([CH]1)Cc1c2ccccc2c(c2c1cccc2)CN1[N]C=N[CH]1,61,4.0
2757,2.777773,Br[Hg]Br.N(=Cc1ccncc1)CCN=Cc1ccncc1,35,4.0
2758,2.378804,Br[Hg]Br.Cc1ccc(c(c1)c1nnc(o1)c1cc(C)ccc1OCc1ccncc1)OCc1ccncc1,62,5.0
2759,2.816346,Br[Hg]Br.CC(SCc1ccc(cc1)CSC(C)(C)C)(C)C,39,4.0
2760,3.12526,Br[Hg]Br.c1ccc2c(c1)n(cn2)Cn1cnc2c1cccc2,40,4.0
2761,2.385287,Br[Hg]Br.c1ccc(nc1)NCc1ccccn1,29,4.0
2762,2.504464,Br[Hg]Br.c1ccc(nc1)CNc1cccnc1,29,4.0
2763,3.121272,Br[Hg]Br.c1ccc(cc1)Cn1c(nc2c1cccc2)C1CCC(CC1)c1nc2c(n1Cc1ccccc1)cccc2,69,4.0
2764,2.201824,Br[Hg]Br.C1=CC=C([CH]1)Sc1nc2c(s1)cccc2.[Fe],44,6.0
2765,1.833226,Br[Hg]Br.C[C](c1cccnc1)[N][N][C](c1cccnc1)C,43,4.0
2766,1.810261,Br[Hg]Br.[N]([CH]c1ccncc1)[N][CH]c1ccncc1,41,4.0
2767,2.482883,Br[Hg].[O-]C(=O)c1cccnc1,24,5.0
2768,0.746264,Br[Cu]N1[CH]N=CN=C1.[Cu]Br,26,4.0
2769,0.577879,Br[Cu]N1[CH]N=CC(=C1)C#CC1=CN([CH]N=C1)[Cu]Br.Br[Cu][Cu]Br.n1cncc(c1)C#Cc1cncnc1,80,4.0
2770,0.54057,Br[Cu]Br.S1Cc2ccc(cc2)CSCc2ccc(C1)cc2,37,4.0
2771,0.69742,Br[Cu]Br.O=C(c1ccncc1)N1CCN(CC1)C(=O)c1ccncc1,45,5.0
2772,0.666484,Br[Cu]Br.Nn1c(SCc2cccnc2)nnc1c1ccc2c(c1)cccn2,45,5.0
2773,0.703327,Br[Cu]Br.Nn1c(SCc2cccnc2)nnc1c1ccc2c(c1)cccn2,45,5.0
2774,1.021915,Br[Cu]Br.NN1[C](N2N=C1C1=C[CH]N([Cu]2)C=C1)c1ccncc1,51,4.0
2775,0.043865,Br[Cu]Br.n1ccc(cn1)c1ccc(cc1)c1ccnnc1,37,4.0
2776,0.075295,Br[Cu]Br.Cc1ncc(nc1)C,21,4.0
2777,0.760206,Br[Cu]Br.CC1(C)Cc2nnc3c4c2c(C1)nnc4CC(C3)(C)C.[Cu].[Cu]Br,57,4.0
2778,0.510629,Br[Cu]Br.c1ccnnc1,17,4.0
2779,0.616382,Br[Cu]Br.c1ccc(nc1)SCSc1ccccn1,30,5.0
2780,0.62132,Br[Cu]Br.c1ccc(nc1)Cn1nnc(c1)COn1nnc2c1cccc2,44,5.0
2781,0.231489,Br[Cu]Br.Br[Cu][Cu]Br.c1cnc(nc1)SSc1ncccn1,42,5.0
2782,0.587971,Br[Cu]Br.[Cu].[O-][n+]1ccccc1P(=O)(O)[O].[O-][n+]1ccccc1P(=O)([O])O,67,6.0
2783,0.748473,Br[Cu]Br.[Cu].[Cu]Br.c1nccnc1C#N,32,4.0
2784,1.878914,Br[Cu]12[S]3[W]452([S]1[Cu]4[S]5[Cu]3)[O].c1ncn(c1)c1ccc(cc1)n1cncc1,68,7.0
2785,2.101453,Br[Cu]12[S]3[W]452([S]1[Cu]4[S]5[Cu]3)[O].c1ncn(c1)c1ccc(cc1)N(c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1,98,7.0
2786,1.241953,Br[Cu]12[S]3[Mo]4562[S]1[Cu]5([S]6[Cu]34)Br.n1ccc(cc1)CCc1ccncc1,64,6.0
2787,2.136465,Br[Cu]12[Cu]3[Cu]1[Cu]23(Br)(Br)Br.C=CCN1CCN(C(C1)C)CC=C,56,4.0
2788,1.59414,Br[Cu]12[Cu]3([Cu]1([Cu]23Br)Br)Br.CN1c2ncnc(c2)N(C)c2ncnc(c2)N(c2cc(N(c3cc1ncn3)C)ncn2)C,89,4.0
2789,2.425974,Br[Cu][Cu]Br.O1CCOCCSCc2ccccc2OCCOc2c(CSCC1)cccc2,49,5.0
2790,3.497541,Br[Cu][Cu]Br.O(CC12COP(OC1)OC2)CC12COP(OC1)OC2,46,5.0
2791,2.354762,Br[Cu][Cu]Br.n1ncn(c1)CCn1cnnc1,31,4.0
2792,0.633045,Br[Cu][Cu]Br.n1ccc(cc1)c1cc(c2ccncc2)c(cc1c1ccncc1)c1ccncc1,59,4.0
2793,1.326218,Br[Cu][Cu]Br.CCN(C(=S)[S])CC.[Co],33,6.0
2794,1.086146,Br[Cu][Cu]Br.Cc1nccnc1C,23,4.0
2795,0.503391,Br[Cu][Cu]Br.CC(c1cccc(c1[N]C1=C([N]c2c(cccc2C(C)C)C(C)C)c2c3c1ccc1c3c(cc2)C(=C1[N]c1c(cccc1C(C)C)C(C)C)[N]c1c(cccc1C(C)C)C(C)C)C(C)C)C,135,4.0
2796,2.341354,Br[Cu][Cu]Br.C1COc2ccccc2CSCc2ccc(CSCc3c(OC1)cccc3)cc2,54,5.0
2797,2.449375,Br[Cu][Cu]Br.C1CCSCc2ccccc2OCCOc2c(CS1)cccc2,44,5.0
2798,1.080804,Br[Cu][Cu]Br.c1ccncn1,21,4.0
2799,3.011694,Br[Cu][Cu]Br.C1CCCS1,20,4.0
2800,1.273032,Br[Cu][Cu]Br.c1ccc2c(c1)nnn2CCn1nc2c(n1)cccc2,45,4.0
2801,0.747651,Br[Cu][Cu]Br.c1ccc(nc1)c1nccnc1c1ccccn1,39,4.0
2802,1.229187,Br[Cu][Cu]Br.c1ccc(cn1)c1cccnc1,31,4.0
2803,2.330883,Br[Cu][Cu]Br.C(=CCSc1ccccc1)CSc1ccccc1,38,4.0
2804,1.645481,Br[Cu][Cu]Br.[Cu].[Cu][Cu](Br)Br.[N]1C=NN=N1,44,4.0
2805,2.180099,Br[Cu][Cu]([Cu])[Cu].C1=N[N]C=N1.[Cu]Br.[Cu][Cu],48,4.0
2806,2.337166,Br[Cu][Cu]([Cu]([Cu]Br)Br)Br.S=C1NCCN1.[Cu]Br,45,5.0
2807,0.271966,Br[Cu](n1cnnc1)Br.[Cu],22,4.0
2808,1.045436,Br[Cu](N1CCO[C]1c1cc(cc(c1)C1=NCCO1)C1=NCCO1)Br.[Cu],52,5.0
2809,2.034677,Br[Cu]([Cu](Br)Br)Br.Br[Cu][Cu]Br.[Cu].[nH]1cnnc1,49,4.0
2810,0.527695,Br[Co]Br.NC(=S)c1cccc(c1)C(=S)N,31,5.0
2811,0.157635,Br[Cd]Br.O=C1C=CC=C[C]1C=Nc1ccc(cc1)c1nc2c([nH]1)cccc2,54,5.0
2812,2.256498,Br[Cd]Br.O=C(C1=CC=C[CH]1)NCc1cccnc1.O=C(C1=C[CH]C=C1)NCc1cccnc1.[Fe],69,6.0
2813,3.330251,Br[Cd]Br.N1CCNCC1,17,4.0
2814,1.695443,Br[Cd]Br.n1ccc(cn1)c1ccnnc1,27,4.0
2815,2.492518,Br[Cd]Br.n1ccc(cc1)N(c1ccncc1)c1ccc(cc1)N(c1ccccn1)c1ccccn1,59,4.0
2816,1.915843,Br[Cd]Br.n1ccc(cc1)N(c1ccncc1)c1ccc(cc1)C#CC#Cc1ccc(cc1)N(c1ccncc1)c1ccncc1,75,4.0
2817,2.350538,Br[Cd]Br.n1ccc(cc1)CSc1cccc2c1nccc2,35,5.0
2818,3.286569,Br[Cd]Br.n1ccc(cc1)Cn1cncn1,27,4.0
2819,3.116439,Br[Cd]Br.n1ccc(cc1)Cn1cncc1,27,4.0
2820,2.347209,Br[Cd]Br.n1ccc(cc1)c1ccncc1,27,4.0
2821,0.255227,Br[Cd]Br.n1ccc(cc1)C1=C[CH]N(C=C1)CCN1[CH]C=C(C=C1)c1ccncc1,59,4.0
2822,4.201682,Br[Cd]Br.Cn1ccnc1c1nccn1C,25,4.0
2823,4.187895,Br[Cd]Br.c1ncn(c1)CCn1cncc1,27,4.0
2824,2.537148,Br[Cd]Br.C1CN=C(O1)c1ccc(cc1)C1=NCCO1,37,5.0
2825,1.624736,Br[Cd]Br.c1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1ccncc1)C=C3)c1ccncc1)[nH]2)c1ccccc1,103,4.0
2826,3.266637,Br[Cd]Br.C=NCCN=C,17,4.0
2827,4.008361,Br[Cd]Br.C(CN1[N]C=N[CH]1)CCn1ncnc1,35,4.0
2828,2.055469,Br[Cd]Br.Brc1ccc2-c3c(C(c2c1)(c1ccc(cc1)OC(=O)c1cccnc1)c1ccc(cc1)OC(=O)c1cccnc1)cc(cc3)Br,89,5.0
2829,3.515933,Br[Cd]Br.Brc1cc(cc(c1)Cn1cncc1)Cn1cncc1,39,4.0
2830,2.234483,Br[Cd]Br.[O-]C(=O)C1=C[CH]N(C=C1)CCCCN1[CH]C=C(C=C1)C(=O)[O-],61,5.0
2831,2.071724,Br[Cd]Br.[O-]C(=O)C1=C[CH]N(C=C1)Cc1ccc(cc1)c1ccc(cc1)CN1[CH]C=C(C=C1)C(=O)[O-],79,5.0
2832,2.879114,Br[Cd]Br.[O-][n+]1ccccc1,24,5.0
2833,1.997331,Br[Cd]Br.[O-][n+]1ccc(cc1)c1cc[n+](cc1)[O-],43,5.0
2834,3.344896,Br[Cd].S=C1[N]N=CN1,19,5.0
2835,3.353086,Br[Cd].n1nnn(c1)CC1=Nc2c([N]1)cccc2,35,4.0
2836,3.647207,Br[Cd].N#C[N]C#N,16,4.0
2837,3.304357,Br[Cd].CN1C=N[N]C1=S,20,5.0
2838,3.291508,Br[Cd].CN1C=N[N]C1=S,20,5.0
2839,3.240625,Br[Cd].CC(CC(C(=O)[O-])NCc1ccncc1)C,35,5.0
2840,3.586046,Br[Cd].C1=N[N]C=N1.[N]1C=NN=C1,30,4.0
2841,2.977502,Br[Cd].[O-]C(=O)c1ccncc1,24,5.0
2842,2.960319,Br[Cd].[O-]C(=O)c1ccc(cc1)n1c(C)nnc1c1cccnc1,44,5.0
2843,2.404533,Br[Cd].[O-]C(=O)C(Oc1cccc2c1nccc2)C,35,5.0
2844,2.21154,Br[Bi].n1ccc(cc1)c1ccncc1,25,4.0
2845,3.065918,Br[Bi].CC(OP(=O)(c1ccc(cc1)c1ccc(cc1)P(=O)(OC(C)C)OC(C)C)OC(C)C)C,65,5.0
2846,2.777533,Br[Au].c1ccc(cc1)P(c1ccccc1)CCP(c1ccccc1)c1ccccc1,49,4.0
2847,2.362547,Br[Al](Br)Br.n1ccncc1,21,4.0
2848,3.142014,Br[Ag][Ag]Br.NCCN,17,4.0
2849,1.741777,Br[Ag][Ag]Br.n1ccc(cc1)c1ccncc1,31,4.0
2850,2.820832,Br[Ag][Ag]Br.Cc1nccn1CCCCn1ccnc1C,33,4.0
2851,2.458539,Br[Ag][Ag].CN1C=N[N]C1=S,24,5.0
2852,2.51301,Br[Ag].c1ccc(cc1)P(c1ccccc1)CNc1ccncc1,38,5.0
2853,0.564799,[Zn]1O[Zn]O[Zn]O[Zn]O1.c1ncn(c1)c1ccc(cc1)n1cncc1,49,4.0
2854,2.955274,[Zn][Zn].n1ccc(cc1)CCc1ccncc1,29,3.0
2855,2.297823,[Zn][Zn].n1ccc(cc1)c1ccncc1,27,3.0
2856,1.225915,[Zn][Zn].n1ccc(cc1)C=Cc1ccncc1,30,3.0
2857,2.260802,[Zn][Zn].n1ccc(cc1)C=Cc1ccncc1,30,3.0
2858,1.242522,[Zn].n1ncn(c1)[N][N]n1cnnc1,27,3.0
2859,4.21921,[Zn].n1cnn(c1)CCn1ncnc1,23,3.0
2860,3.301533,[Zn].n1cnn(c1)CCn1ncnc1,23,3.0
2861,1.758368,[Zn].n1ccncc1,13,3.0
2862,2.023332,[Zn].n1ccncc1,13,3.0
2863,2.386966,[Zn].n1ccncc1,13,3.0
2864,1.763826,[Zn].n1ccncc1,13,3.0
2865,2.001505,[Zn].n1ccncc1,13,3.0
2866,2.002564,[Zn].n1ccncc1,13,3.0
2867,1.748021,[Zn].n1ccncc1,13,3.0
2868,1.515095,[Zn].n1ccncc1,13,3.0
2869,2.283175,[Zn].n1ccc(cn1)c1ccnnc1,23,3.0
